local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
5596,25450,71672,-0.721106703,0.986171695,-3.518717001,0.079518306,1.187681209,-3.094327896,0.800625009,0.201509514,0.424389105,0.928284763,"(254, 1, 15, 2)","(254, 1, 155, 8)",9a080f02,1a029b08,26346007,ef009a0857040f0257049a08fe010f029a080f02fe019b081a029b08fe019b081a02170217029201,4d44841541130e454037a83a0000003cb67c23330600000000000000ff00000000000000ffffffff
5597,25451,71673,-0.629930342,0.876456896,-3.582742178,-0.000005679,1.297517914,-3.215264341,0.629924663,0.421061018,0.367477837,0.842102977,"(146, 1, 151, 1)","(138, 1, 253, 1)",35028a01,97019a08,144312783,9b08920117023502350297019201970135028a018a01fd0197019a08ef00cf098b019a08cf099a08,9c3d8e1c010feb4f8637313a0000003cc700c8380600000000000000ff00000000000000ffffffff
5598,25452,71674,-0.713864589,0.883039783,-3.598303853,0.063455668,1.222363276,-3.149127223,0.777320257,0.339323493,0.449176630,0.959753541,"(139, 1, 52, 2)","(52, 2, 110, 1)",8b016e01,8b018f01,16056719,8b01fe018b011a02fe011a028b0134028b016e0134026e018b018f018f01a7026e01a7028f01f500,f342bd175411cb484f377c3a0000003c35f14b3a0600000000000000ff00000000000000ffffffff
5599,25453,71675,-0.691070499,1.005006069,-3.615644005,0.007932792,1.293616943,-3.213263554,0.699003291,0.288610874,0.402380451,0.856628195,"(143, 1, 207, 9)","(143, 1, 139, 1)",9901cf09,75039901,26804469,7603cf09ef00cf09760399018f01cf099901cf098f018b01750399017603990175039001f5009901,473e4e1c130f2b507d37353a0000003cabb4aa370600000000000000ff00000000000000ffffffff
5600,25454,71676,-0.713632470,0.876883564,-3.614977076,0.026548740,1.253266278,-3.184807920,0.740181210,0.376382714,0.430169156,0.935188576,"(16, 2, 16, 2)","(66, 3, 253, 1)",2703fd01,27032703,57344875,90019901f5008f01fd018a01100210022703fd014203fd012703270356034203420356036b036b03,d83fb8191310794d7437583a0000003c6fd807330600000000000000ff00000000000000ffffffff
5601,25455,71677,-0.692556061,0.904129406,-3.406784097,0.046093163,1.124351389,-3.159686930,0.738649224,0.220221983,0.247097166,0.809417944,"(180, 9, 107, 3)","(64, 3, 64, 3)",27031002,43032703,54723414,5603580346086b0358034608b4096b03270310024003400343032703560327034303690256034303,7d417511f5107f52c929b8370000003c86a42c540600000000000000ff00000000000000ffffffff
5602,25456,71678,-0.692556061,0.889561719,-3.547061480,0.036065621,1.148671503,-3.179361334,0.728621681,0.259109784,0.367700147,0.856288989,"(88, 3, 80, 3)","(88, 3, 43, 3)",2b034608,43034003,57279299,560369025803500358036902580350032b03460858032b034303400366026a034303660243036a03,a540041344106f54c6298c370000003c7e203c540600000000000000ff00000000000000ffffffff
5603,25457,71679,-0.703558503,0.902910353,-3.573627482,0.021534968,1.118134217,-3.169468555,0.725093472,0.215223864,0.404158928,0.857569993,"(80, 3, 244, 1)","(80, 3, 244, 1)",50034403,d001d001,32834037,6902440369026a03690244035003f401500344035003f401d001d0012b0350032b03d001f501f501,6c3f0f119d10df54ac28ac370000003c7c5c7a500600000000000000ff00000000000000ffffffff
5604,25458,71680,-0.633876366,0.901386536,-3.406784097,0.092006310,1.194568860,-3.097884850,0.725882676,0.293182324,0.308899246,0.841593892,"(41, 8, 70, 8)","(41, 8, 41, 8)",b4094608,fc05b409,54397160,46082b034608f5013e023e0229084608b409460829082908fc05b409e808d001f401d001e8083e03,5a45f51521132f712f2db3370000003c1b2d9b3c0600000000000000ff00000000000000ffffffff
5605,25459,71681,-0.693670232,0.882491209,-3.590634170,0.040800849,1.235163336,-3.165689291,0.734471081,0.352672127,0.424944879,0.918914331,"(79, 3, 62, 2)","(79, 3, 231, 8)",f5013e02,e708cf01,140771791,3e03f501d001f5013e034f034f033e02f5013e024f03e708e708cf013e0229083e02cf01cf016408,0b418f18bf10214c69376c3a0000003c8e6446340600000000000000ff00000000000000ffffffff
5606,25460,71682,-0.635222657,0.945333408,-3.410007586,0.159413681,2.404845001,-1.969218802,0.794636337,1.459511592,1.440788785,2.199430226,"(252, 5, 237, 0)","(81, 3, 62, 3)",fc050508,e8083e03,55509822,2908fc052908640864080508fc05ed00fc05050851033e03e8083e0351034d034d034f033e034f03,064b8563cb3aa9af6838eb311cc805582619ed770800000000000000ff00000000000000ffffffff
5607,25461,71683,-0.692973875,0.906018939,-3.543615681,0.046325282,1.222302324,-3.189587577,0.739299157,0.316283385,0.354028104,0.878597929,"(119, 3, 78, 3)","(231, 8, 207, 1)",4e035303,e7085303,37814735,4d0377037703e7084f03e70877034e034e035303e708cf01e708530353034102cf016408cf014102,8241bc17e80f8b58be2b3e370000003c7170ae600600000000000000ff00000000000000ffffffff
5608,25462,71684,-0.731180670,0.903458927,-3.547839564,0.078729101,1.200237458,-3.135455180,0.809909771,0.296778532,0.412384384,0.956081698,"(164, 2, 119, 3)","(164, 2, 23, 0)",4d037703,17004e03,55902232,16004d0351034d031600a402a40277034d037703a402170017004e0377034e031700180018005503,3c445216cf119f59982c8b370000003c783cdf670600000000000000ff00000000000000ffffffff
5609,25463,71685,-0.692927451,0.903824643,-3.548173028,-0.000005679,1.289411209,-3.226268668,0.692921772,0.385586566,0.321904360,0.855827085,"(83, 3, 65, 2)","(223, 8, 164, 2)",53035403,1600a402,1508004,4e0353034e035503550354035303410253035403df08a4021600a402df08be02be021700a4021700,9c3d091c9e0eb98b8d2bc7360000003ce4fca7680600000000000000ff00000000000000ffffffff
5610,25464,71686,-0.699612480,0.990194571,-3.390110874,0.030309068,1.163178237,-3.217932056,0.729921548,0.172983667,0.172178817,0.769645607,"(220, 8, 188, 2)","(188, 2, 24, 0)",69041800,69044e08,148832958,be02dc08dc08180017001800dc08bc0269041800bc02180069044e08550318004e08b107be02df08,2940f213e90e9043fd231a2d0000003cc4c32b120800000000000000ff00000000000000ffffffff
5611,25465,71687,-0.699612480,0.971969723,-3.410674515,0.054588720,1.160862036,-3.167690078,0.754201200,0.188892313,0.242984438,0.814580378,"(220, 8, 35, 8)","(188, 2, 220, 8)",0a080a08,bc020a08,164168380,be02b10723082308dc08be02dc0823080a080a08bc02dc08bc020a082608c909bc022608bc02c909,3442cc13ad101752cf2a90370000003c80dc9d580600000000000000ff00000000000000ffffffff
5612,25466,71688,-0.679789513,0.920891389,-3.516716214,-0.101302430,1.459591053,-2.644039718,0.578487083,0.538699664,0.872676497,1.177458662,"(200, 9, 200, 9)","(190, 8, 35, 8)",4e086904,b1072308,134875171,69046b046904c90969046b04c809c8094e086904be082308b1072308be08550255020a0823080a08,1635f12614230f3cab3b90350000003cc3fa6c090800000000000000ff00000000000000ffffffff
5613,25467,71689,-0.704486980,0.896083654,-3.561733917,0.026409468,1.392969789,-3.130675522,0.730896448,0.496886135,0.431058394,0.983319270,"(212, 2, 213, 2)","(213, 2, 38, 8)",310a2608,310ac909,146670165,5502d402d40226080a082608d402d502310a2608d5022608310ac909310a6b04c909b7005502be08,d53fac22fa11ac3588245e310000003c3d07c5070800000000000000ff00000000000000ffffffff
5614,25468,71690,-0.704486980,0.863108262,-3.597636924,-0.000005679,1.134164768,-3.221822475,0.704481301,0.271056507,0.375814448,0.843209364,"(212, 2, 145, 1)","(213, 2, 212, 2)",6c016c01,d5026c01,45155029,5502b70091019101d4025502d40291016c016c01d502d402d5026c01f603b102d502f603d502b102,9c3d1612c60ea642531d742c0000003c5bff87080800000000000000ff00000000000000ffffffff
5615,25469,71691,-0.611082276,0.907664661,-3.352207080,-0.000005679,1.167749687,-3.216375889,0.611076597,0.260085027,0.135831191,0.677870888,"(208, 3, 107, 4)","(140, 1, 145, 1)",310ad003,b7009101,23855502,310a9203310ab102310a9203d0036b04310ad0038c019101b70091018c018e016c0191018e016c01,9c3d3d14f70e0040531d342d0000003cfd03281d0800000000000000ff00000000000000ffffffff
5616,25470,71692,-0.713725318,0.886270275,-3.524497052,0.021488545,1.381815451,-3.150461080,0.735213862,0.495545176,0.374035971,0.962292758,"(35, 4, 246, 3)","(35, 4, 246, 3)",0303f603,0303b102,59902440,8e01330223046c0133026c012304f6030303f6032304f6030303b102e809b1020303b102e8099203,6b3ff52148115237872324310000003c5863d5080800000000000000ff00000000000000ffffffff
5617,25471,71693,-0.713818165,0.911078010,-3.597970388,-0.030738241,1.201334606,-3.257836637,0.683079925,0.290256596,0.340133751,0.816417812,"(51, 2, 202, 3)","(36, 2, 57, 4)",24023302,39042304,50529341,8c01ca038e018e01ca0333023302ca032402330224023904390423043302230439043d043d040303,063b6416820d49a0773b0a380000003cd9c282530800000000000000ff00000000000000ffffffff
5618,25472,71694,-0.683039180,0.898948429,-3.521607026,0.620912765,2.005665990,-1.851617002,1.303951945,1.106717560,1.669990025,2.390393507,"(3, 3, 202, 3)","(35, 2, 202, 3)",8c01cb03,cb03ca03,70844964,230403033d04d308d308e8090303ca038c01cb032302ca03cb03ca032302240223023b0424023904,db71f049ed3eedab093a9b3361d0f25731916f220830000000000000ff00000000000000ffffffff
5619,25473,71695,-0.706761746,0.917965661,-3.521829336,-0.011425936,1.158180119,-3.246943465,0.695335810,0.240214457,0.274885871,0.785338855,"(57, 4, 170, 3)","(61, 4, 137, 4)",39048904,d3083d04,148046906,24023b043b04aa03390489043904aa03390489043d048904d3083d0489044c09d3084c093a04d308,a63ca013e40d619d5d3bfe370000003cffc2744e0800000000000000ff00000000000000ffffffff
5620,25474,71696,-0.614471214,0.989645997,-3.521940491,-0.013004346,1.188656452,-3.266951332,0.601466869,0.199010455,0.254989158,0.682925344,"(60, 4, 228, 3)","(59, 4, 228, 3)",3b04aa03,ab03aa03,76088348,e809d3083a043b0423023c043c04e4033b04aa033b04e403ab03aa03e403aa03ab031c041c048904,843c9415300d219b693b10380000003c01af04500800000000000000ff00000000000000ffffffff
5621,25475,71697,-0.688656461,0.922719969,-3.525275135,-0.087096745,1.232115703,-3.089992858,0.601559716,0.309395734,0.435282277,0.804406908,"(137, 4, 228, 3)","(230, 3, 228, 3)",3c04ae03,ae03e403,61539302,aa0389041c04b504b5044c098904e4033c04ae03e603e403ae03e403e603ab033a07ab03e603ab03,48365d186813cf5fb93b8c3a0000003c81041d350600000000000000ff00000000000000ffffffff
5622,25476,71698,-0.646317947,0.968312563,-3.430015454,-0.089789325,1.221327081,-3.070763074,0.556528621,0.253014517,0.359252380,0.709085838,"(117, 7, 118, 7)","(28, 4, 181, 4)",7607b504,76075808,156566709,3a07750775071c04ab031c04750776077607b5041c04b5047607580858085509b5044c09b5045509,0e36ac1715145f68c63b993a0000003c7269173d0600000000000000ff00000000000000ffffffff
5623,25477,71699,-0.730716432,0.968312563,-3.436573589,-0.057896169,1.204747956,-3.069984990,0.672820263,0.236435392,0.366588598,0.801857844,"(173, 9, 118, 7)","(173, 9, 16, 0)",75077607,10005808,140183786,200075073a0775072000ad09ad09760775077607ad09100010005808760758081000ea08ea085b08,bd389c161c145339263bc7350000003c27e3ed720600000000000000ff00000000000000ffffffff
5624,25478,71700,-0.633040738,0.997569843,-3.404783310,-0.087514559,1.217182300,-3.104109520,0.545526179,0.219612456,0.300673790,0.660479500,"(85, 9, 84, 9)","(85, 9, 84, 9)",5509650a,4c098300,76481679,5808550958085b085b08650a550954095509650a550954094c098300ad092000ad0983008f048f04,3f366817e91288f3d33b6c3a0000003c194dec560600000000000000ff00000000000000ffffffff
5625,25479,71701,-0.731459213,1.002933678,-3.640431530,-0.115925930,1.219010880,-3.037638937,0.615533283,0.216077202,0.602792592,0.888217028,"(234, 8, 16, 0)","(238, 4, 238, 4)",ea089304,7009ea08,140182527,1000ad0910008f0493049304ea081000ea089304ee04ee047009ea085b08ea0870097009ff035b08,db3386173f15ae33943bc53b0000003c7870f0290600000000000000ff00000000000000ffffffff
5626,25480,71702,-0.608668238,0.982331677,-3.528498625,-0.040255121,1.179086883,-3.070874229,0.568413117,0.196755206,0.457624396,0.755795059,"(143, 4, 229, 4)","(147, 4, 143, 4)",f104f104,9304f104,157943022,650a5b08ff03e5048f0483008f04e504f104f10493048f049304f1046a096a09ee049304ee046a09,393af7141414d837183bb3350000003c379b0c760600000000000000ff00000000000000ffffffff
5627,25481,71703,-0.608389695,1.014514684,-3.502154933,-0.042390617,1.186401203,-3.048865574,0.565999078,0.171886519,0.453289358,0.745232296,"(236, 4, 236, 4)","(255, 3, 112, 9)",6f097009,6f09350a,82773231,6b0a6b0aec04ee047009ee04ec04ec046f097009ff0370096f09350af104e504f104350aef04ef04,0b3a6f15da14802e153bcc350000003ce6d28c780600000000000000ff00000000000000ffffffff
5628,25482,71704,-0.620320614,0.929059046,-3.374326889,-0.122703806,1.231262365,-3.046420168,0.497616808,0.302203319,0.327906721,0.668185716,"(107, 10, 106, 9)","(103, 9, 103, 9)",6b0af004,340a6b0a,82576607,6a09f1046a09ef04f004f0046b0a6a096b0af00467096709340a6b0aec046b0a340a340adf04ec04,49334f18f0143f50953bb93b0000003c48b0f01d0600000000000000ff00000000000000ffffffff
5629,25483,71705,-0.620088495,0.928754283,-3.503599945,-0.016439707,1.175246865,-3.043641298,0.603648788,0.246492582,0.459958648,0.797942610,"(80, 10, 240, 4)","(80, 10, 0, 5)",ef04f004,00056709,157746360,6f09ec04df04350a500aef04500af004ef04f004500a000500056709f004670900051d0ab8046709,3a3cb8140915fc2e063bc4350000003ce3e6ca7b0600000000000000ff00000000000000ffffffff
5630,25484,71706,-0.612010752,0.998666991,-3.507934983,-0.058731797,1.172260185,-3.106443771,0.553278955,0.173593193,0.401491212,0.705299505,"(77, 9, 77, 9)","(223, 4, 52, 10)",d004340a,d004500a,7080528,1d0a6709b8044d09340a67094d094d09d004340adf04340ad004500a350a670a670a6c00500a6c00,ab388714d412463a263b91350000003c8b17c7730600000000000000ff00000000000000ffffffff
5631,25485,71707,-0.672779518,1.012868962,-3.499931836,-0.017739574,1.166774445,-3.067761894,0.655039944,0.153905482,0.432169943,0.799709375,"(29, 10, 0, 5)","(137, 1, 29, 10)",50091d0a,5009b804,263352,0005500a00056c00890189011d0a000550091d0a89011d0a5009b80450090400b8042509b8040400,1e3c2d143014382f0a3baa350000003ce3cada7b0600000000000000ff00000000000000ffffffff
5632,25486,71708,-0.676122032,0.994644115,-3.377550379,-0.048518559,1.172260185,-3.099996792,0.627603473,0.177616069,0.277553587,0.708850888,"(108, 0, 103, 10)","(108, 0, 152, 1)",98013702,6c003702,37093769,b80425094d09d0044d0925096c00670a980137026c0098016c0037023602360289016c0089013602,873987140e137230203b95350000003ccd16fb7b0600000000000000ff00000000000000ffffffff
5633,25487,71709,-0.713353927,0.876700706,-3.377216914,-0.000005679,1.380413540,-2.651820555,0.713348248,0.503712833,0.725396359,1.135249849,"(135, 1, 98, 9)","(4, 0, 80, 9)",50098701,6209670a,37159320,9601960150098901500996018701620950098701040050096209670aeb019801eb01370298013702,9c3dde21ce223434a83ab5370000003ca80328710600000000000000ff00000000000000ffffffff
5634,25488,71710,-0.709407903,0.881759777,-3.587855299,-0.014536331,1.362676314,-2.702062534,0.694871572,0.480916536,0.885792765,1.224236921,"(54, 2, 55, 2)","(52, 9, 52, 9)",36023509,96013602,25624979,eb01e901e90135093702350936023702360235093409340996013602960134099301960193018701,633cbb200a21601ebd3a77370000003cba4eec7a0600000000000000ff00000000000000ffffffff
5635,25489,71711,-0.713493198,0.975322120,-3.598748472,0.571239290,2.113613161,-1.818937484,1.284732488,1.138291041,1.779810988,2.472644579,"(182, 9, 98, 9)","(233, 1, 76, 3)",87013509,5b033509,154403296,9301e8078701b6098701e807b609620987013509e9014c035b0335094c0335095b03e001e0013409,ad6ddb501340b983e339f832eecfc9572dd2e83a0830000000000000ff00000000000000ffffffff
5636,25490,71712,-0.622781076,0.995558405,-3.588855693,0.531082695,2.068081520,-1.978000033,1.153863771,1.072523114,1.610855660,2.253123031,"(147, 1, 108, 3)","(232, 7, 108, 3)",e8079301,e707e807,162924520,35093409e0016c0334096c0393016c03e8079301e8076c03e707e807e707700570054b02e807b609,4c6af04d7c3ab8cdc63916347dcf27587598eb6e0830000000000000ff00000000000000ffffffff
5637,25491,71713,-0.638240204,0.887733139,-3.592412647,0.514184429,2.116295079,-1.748131864,1.152424633,1.228561940,1.844280783,2.497762716,"(192, 1, 236, 1)","(224, 1, 108, 3)",ec016c03,ec01e707,91227265,e8074b02c001e0015b03e001c001ec01ec016c03e0016c03ec01e707ec018104e707e70781047005,e068075190425980f139363226cf9157ead1c8260830700003000000ff00000000000000ffffffff
5638,25492,71714,-0.711914789,0.936800035,-3.514048499,0.127241981,2.432700369,-1.960326416,0.839156770,1.495900334,1.553722082,2.314293457,"(58, 9, 179, 4)","(112, 5, 179, 4)",70054b02,b3046705,32244138,b501700581047005b5013a093a09b30470054b027005b304b30467054b026705b6094b02aa01ec01,51484e651b3b85b75438ad3170c6fd57d3340d750800000000000000ff00000000000000ffffffff
5639,25493,71715,-0.711404127,0.881942635,-3.594858053,0.191306838,2.264653868,-1.988559741,0.902710965,1.382711233,1.606298313,2.303686547,"(215, 4, 174, 1)","(129, 4, 174, 1)",8104d704,b501ae01,154797248,c001ec01aa01d7048104ec01d704ae018104d7048104ae01b501ae01bb04b501b501bb04c0043a09,b54d895a1d3afdc2ad38e5324ac91a58d7b87c740800000000000000ff00000000000000ffffffff
5640,25494,71716,-0.711914789,0.926072366,-3.379662320,0.140101376,2.348098068,-2.023017735,0.852016165,1.422025702,1.356644585,2.142095510,"(58, 9, 64, 9)","(176, 4, 11, 3)",b3043a09,d704aa01,51052974,b501c0043a09c0044009b0043a094009b3043a09b0040b03d704aa01d7040b03ae016d03ae010b03,6649e25fe73847c56e38a03284c72058a9ac5e6b0800000000000000ff00000000000000ffffffff
5641,25495,71717,-0.712239756,0.905409412,-3.555286937,0.246319051,2.340966606,-1.948655160,0.958558807,1.435557194,1.606631777,2.358161384,"(187, 4, 174, 1)","(187, 4, 131, 4)",83043e09,bb043e09,76351807,ae016d030e03ae010e038304bb04ae0183043e09bb048304bb043e093f093f09c004bb043f098d04,56526d5f843b55bbae38213293ca035810c15d740800000000000000ff00000000000000ffffffff
5642,25496,71718,-0.675750642,0.996289837,-3.507045745,0.157974543,2.295374012,-2.008678763,0.833725185,1.299084175,1.498366982,2.151237083,"(14, 3, 223, 1)","(223, 1, 41, 3)",83040e03,83048304,65866046,c0044009c0048d046d03df010e03df0183040e03df0129038304830429033e092903ed033e09ed03,e74a815c683944ba8f38d83258c82058cba85e6f0800000000000000ff00000000000000ffffffff
5643,25497,71719,-0.622316838,0.996167932,-3.379106546,0.176636914,2.327130351,-1.958547939,0.798953752,1.330962419,1.420558607,2.104227843,"(63, 9, 75, 9)","(141, 4, 223, 1)",3f09bd04,6d03e701,34734674,3f093e093f09ed034b09bd043f094b093f09bd048d04df016d03e7015202df01e701df0152021202,794c8a5e2b3b8ec691384132bac807588cd4ec6f0800000000000000ff00000000000000ffffffff
5644,25498,71720,-0.710800618,0.881150251,-3.583297952,0.564182871,2.085026361,-1.926424196,1.274983488,1.203876110,1.656873756,2.412494814,"(205, 1, 31, 4)","(41, 3, 31, 4)",2903ed03,e803ed03,155911143,cd01df0112022903df01cd01cd011f042903ed0329031f04e803ed031f04ed03e803e703e7034b09,156d064f4c3c76c0d739b733eacf1158bac8ab750830000000000000ff00000000000000ffffffff
5645,25499,71721,-0.685546065,0.996960317,-3.531166341,0.601507613,1.959402916,-1.926313041,1.287053679,0.962442599,1.604853300,2.271201674,"(75, 9, 182, 2)","(18, 2, 182, 2)",12025202,3a03e101,31523346,ed034b09e703ef03ef03bd044b09b602120252021202b6023a03e10112023a03e101cd011202e101,3970f9464d3c50e41a3a1d3443d01a587a3dde500830000000000000ff00000000000000ffffffff
5646,25500,71722,-0.694923675,0.880053103,-3.524941671,0.617616675,2.003837410,-1.928202673,1.312540350,1.123784307,1.596738998,2.352706689,"(31, 4, 35, 3)","(232, 3, 190, 1)",1f04ab01,e803ab01,65536999,2303cd011f04cd012303ab011f0423031f04ab01e803be01e803ab01e803be0128032803e703e803,9471d2493c3c20d2053a0c345bd01858f4986f5e0830000000000000ff00000000000000ffffffff
5647,25501,71723,-0.708665122,0.902300826,-3.565068561,0.388190211,1.775082053,-2.577791445,1.096855334,0.872781227,0.987277117,1.714512992,"(236, 2, 19, 2)","(58, 3, 19, 2)",3a031102,3a031102,34669347,fb013a03b6023a03fb01ec02ec0213023a0311023a0313023a031102e10111022303e10123031102,465e293b682520d28d39da3786cd4e59c9a85f5a9de0b10aac6cd20a823e17140c070000ffffffff
5648,25502,71724,-0.712379027,0.878041665,-3.594746898,0.391811268,1.776605870,-2.584794198,1.104190295,0.898564205,1.009952700,1.745467930,"(190, 1, 19, 2)","(204, 1, 221, 1)",ec02cc01,1302ac01,31261201,ab01ac01ab011102ab01ac01be011302ec02cc01cc01dd011302ac011302dd011302ac011102dd01,945e423b2925e0dd8539dd3794cd5159e2c82e509de0b10aac6cd20a863a19120e060000ffffffff
